name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized,number_of_children_eligible_for_instruction_in_the_minority_official_language,percent_of_children_eligible_for_instruction_in_the_minority_official_language,number_of_children_not_eligible_for_instruction_in_the_minority_official_language,percent_of_children_not_eligible_for_instruction_in_the_minority_official_language,number_1_year_mobility_total,number_1_year_non_movers,number_1_year_movers,number_1_year_non_migrants,number_1_year_migrants,number_1_year_intraprovincial_migrants,number_1_year_interprovincial_migrants,number_1_year_external_migrants,percent_1_year_non_movers,percent_1_year_movers,percent_1_year_migrants.x,percent_1_year_migrants.y,percent_1_year_intraprovincial_migrants,percent_1_year_interprovincial_migrants,percent_1_year_external_migrants,number_5_year_mobility_total,number_5_year_non_movers,number_5_year_movers,number_5_year_non_migrants,number_5_year_migrants,number_5_year_intraprovincial_migrants,number_5_year_interprovincial_migrants,number_5_year_external_migrants,percent_5_year_non_movers,percent_5_year_movers,percent_5_year_migrants.x,percent_5_year_migrants.y,percent_5_year_intraprovincial_migrants,percent_5_year_interprovincial_migrants,percent_5_year_external_migrants,ONS_ID
ottawa_craig_henry_manordale_3034,625,625,1,0,0,0,0,0,0.088,0.088,0.016,0.016,0,0,0.416,0.072,0.8181818181818182,0.072,NA,0,0,NA,NA,NA,NA,NA,NA,NA,45,135,0.216,135,0.216,0,NA,0,NA,3.6,3.7,0,125,0.2,10,10,0,0,55,55,45,25,0.04,15,0.024,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,260,0,10,60,0,110,0,20,10,20,0,0,15,365,0,0.016,0.096,0,0.176,0,0.032,0.016,0.032,0,0,0.024,0.584,195,0.312,430,0.688,555,465,90,70,20,0,0,15,0.8378378378378378,0.16216216216216217,0.12612612612612611,0.03603603603603603,0,0,0.02702702702702703,185,80,105,65,50,0,10,35,0.43243243243243246,0.5675675675675675,0.35135135135135137,0.2702702702702703,0,0.05405405405405406,0.1891891891891892,3034
ottawa_crestview_tanglewood_3035,520,520,1,0,0,0,0,0,0.01941747572815533,0.01941747572815533,0.03883495145631067,0,0,0.01941747572815533,0.42718446601941745,0.01923076923076923,1,0.05825242718446602,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,55,0.10576923076923075,55,0.10576923076923075,0,NA,0,NA,3.6,3.7,0,45,0.08653846153846154,20,0,0,10,10,10,30,10,0.01941747572815533,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,220,30,10,45,0,85,0,10,0,0,0,0,15,300,0.05825242718446602,0.01941747572815533,0.08737864077669903,0,0.1650485436893204,0,0.01941747572815533,0,0,0,0,0.02912621359223301,0.5825242718446602,95,0.18269230769230768,430,0.8269230769230769,460,390,75,60,15,0,0,10,0.8478260869565217,0.16304347826086957,0.13043478260869565,0.03260869565217391,0,0,0.0217391304347826,170,70,105,65,40,15,0,20,0.4117647058823529,0.6176470588235294,0.38235294117647056,0.2352941176470588,0.08823529411764706,0,0.1176470588235294,3035
ottawa_crystal_bay_lakeview_park_3036,235,235,1,0,0,0,0,0,0,0,0.0425531914893617,0,0,0,0.1276595744680851,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.5,3.5,0,10,0.0425531914893617,10,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,30,0,0,0,0,10,0,0,10,0,0,0,0,205,0,0,0,0,0.0425531914893617,0,0,0.0425531914893617,0,0,0,0,0.8723404255319149,45,0.1875,190,0.7916666666666666,200,135,60,50,10,0,0,10,0.675,0.3,0.25,0.05,0,0,0.05,70,30,40,10,30,10,20,0,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,0,3036
ottawa_cumberland_3037,210,210,1,0,0,0,0,0,0,0,0,0,0,0,0.04651162790697674,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,4.2,4.4,0,10,0.04761904761904761,0,0,0,0,0,0,0,80,0.3720930232558139,20,0.09302325581395347,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.9302325581395348,130,0.6190476190476191,80,0.380952380952381,185,180,0,0,0,0,0,0,0.972972972972973,0,0,0,0,0,0,90,60,35,20,15,15,0,0,0.6666666666666666,0.3888888888888889,0.2222222222222222,0.16666666666666666,0.16666666666666666,0,0,3037
ottawa_deep_river_3705,290,290,1,0,0,0,0,0,0,0,0.06896551724137931,0,0.06896551724137931,0,0.10344827586206896,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,35,0.1206896551724138,35,0.1206896551724138,0,NA,0,NA,4,4.6,0,60,0.20689655172413793,20,0,20,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,30,0,0,15,0,0,10,0,0,0,0,0,0,255,0,0,0.05172413793103448,0,0,0.03448275862068965,0,0,0,0,0,0,0.8793103448275862,25,0.08620689655172414,270,0.9310344827586208,270,195,75,30,40,40,0,0,0.7222222222222222,0.2777777777777778,0.1111111111111111,0.14814814814814814,0.14814814814814814,0,0,95,40,55,10,50,40,10,0,0.42105263157894735,0.5789473684210527,0.10526315789473684,0.5263157894736842,0.42105263157894735,0.10526315789473684,0,3705
ottawa_drummond_north_elmsley_3403,555,555,1,0,0,0,0,0,0,0,0,0,0,0,0.02702702702702703,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,30,0.05454545454545454,30,0.05454545454545454,0,NA,0,NA,3.5,3.8,0,55,0.0990990990990991,0,0,0,0,0,0,0,25,0.04504504504504504,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,15,0,0,0,0,0,0,0,0,0,0,0,10,535,0,0,0,0,0,0,0,0,0,0,0,0.01801801801801801,0.963963963963964,80,0.14545454545454545,470,0.8545454545454545,470,410,65,25,40,30,0,0,0.8723404255319149,0.13829787234042554,0.05319148936170213,0.0851063829787234,0.06382978723404255,0,0,150,85,65,0,65,60,0,0,0.5666666666666667,0.43333333333333335,0,0.43333333333333335,0.4,0,0,3403
ottawa_dunrobin_3038,385,385,1,0,0,0,0,0,0.02597402597402597,0.02597402597402597,0.05194805194805195,0,0,0,0.16883116883116883,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,4,4.3,0,15,0.03896103896103896,20,0,0,0,10,10,0,50,0.12987012987012986,15,0.03896103896103896,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,65,0,0,0,10,20,15,0,10,0,0,0,0,320,0,0,0,0.02597402597402597,0.05194805194805195,0.03896103896103896,0,0.02597402597402597,0,0,0,0,0.8311688311688312,120,0.3076923076923077,265,0.6794871794871795,345,295,50,40,10,0,0,0,0.855072463768116,0.14492753623188406,0.11594202898550723,0.02898550724637681,0,0,0,140,45,95,70,25,15,10,0,0.32142857142857145,0.6785714285714286,0.5,0.17857142857142858,0.10714285714285714,0.07142857142857142,0,3038
ottawa_east_hawkesbury_3605,245,245,1,0,0,0,0,0,0,0,0,0,0,0,0.04,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,25,0.1,25,0.1,0,NA,0,NA,3.6,3.8,0,20,0.08163265306122448,0,0,0,0,0,0,0,110,0.44,90,0.36,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,10,0,0,10,0,0,0,0,0,0,0,0,0,235,0,0,0.04,0,0,0,0,0,0,0,0,0,0.94,200,0.8,50,0.2,205,170,30,10,15,15,0,0,0.8292682926829268,0.14634146341463414,0.04878048780487805,0.07317073170731707,0.07317073170731707,0,0,80,40,45,10,35,30,15,0,0.5,0.5625,0.125,0.4375,0.375,0.1875,0,3605
ottawa_edwards_carlsbad_springs_3039,170,170,1,0,0,0,0,0,0,0,0.08571428571428572,0.05714285714285714,0,0,0.05714285714285714,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.2,3,0,0,0,15,10,0,0,0,0,0,40,0.2352941176470588,20,0.1176470588235294,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,10,0,0,0,0,10,0,0,0,0,0,0,0,165,0,0,0,0,0.05714285714285714,0,0,0,0,0,0,0,0.9428571428571428,95,0.5588235294117647,80,0.4705882352941176,140,140,0,0,0,0,0,0,1,0,0,0,0,0,0,45,40,0,0,0,0,0,0,0.8888888888888888,0,0,0,0,0,0,3039
ottawa_elmvale_canterbury_3040,565,565,1,0,0,0,0,0,0.03539823008849557,0.04424778761061947,0,0,0,0,0.4690265486725664,0.02654867256637168,0.6,0.01769911504424778,NA,0,0,NA,NA,NA,NA,NA,NA,NA,15,60,0.10526315789473684,60,0.10526315789473684,0,NA,0,NA,3.5,3.3,0,60,0.10619469026548672,0,0,0,0,25,20,10,50,0.08849557522123894,20,0.03539823008849557,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,265,30,15,80,15,90,0,0,0,0,0,10,25,300,0.05309734513274336,0.02654867256637168,0.1415929203539823,0.02654867256637168,0.1592920353982301,0,0,0,0,0,0.01769911504424778,0.04424778761061947,0.5309734513274337,230,0.40350877192982454,335,0.5877192982456141,505,455,50,40,10,0,0,0,0.900990099009901,0.099009900990099,0.07920792079207921,0.0198019801980198,0,0,0,160,90,70,45,25,0,0,15,0.5625,0.4375,0.28125,0.15625,0,0,0.09375,3040
ottawa_emerald_woods_sawmill_creek_3041,475,475,1,0,0,0,0,0,0.1595744680851064,0.1595744680851064,0,0,0,0,0.8085106382978723,0.1263157894736842,0.8,0.0851063829787234,NA,0,0,NA,NA,NA,NA,NA,NA,NA,60,220,0.4631578947368421,220,0.4631578947368421,0,NA,0,NA,3.7,4,0,120,0.26373626373626374,0,0,0,0,75,75,40,20,0.0425531914893617,15,0.03191489361702127,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,380,15,0,90,15,220,0,0,10,0,0,0,20,95,0.03191489361702127,0,0.1914893617021277,0.03191489361702127,0.46808510638297873,0,0,0.02127659574468085,0,0,0,0.0425531914893617,0.20212765957446807,105,0.22105263157894736,365,0.7684210526315789,400,360,45,20,25,0,0,20,0.9,0.1125,0.05,0.0625,0,0,0.05,145,30,115,25,85,10,10,65,0.20689655172413793,0.7931034482758621,0.1724137931034483,0.5862068965517241,0.06896551724137931,0.06896551724137931,0.4482758620689655,3041
ottawa_experimental_farm_3042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3042
ottawa_fallingbrook_3043,1245,1245,1,0,0,0,0,0,0.04,0.04,0.036,0.016,0.02,0,0.296,0.00803212851405622,0.2,0.02008032128514056,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,50,0.04016064257028112,50,0.04016064257028112,0,NA,0,NA,4,4.4,0,150,0.12096774193548387,45,20,25,0,50,50,25,360,0.2891566265060241,185,0.14859437751004015,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,370,45,15,195,0,65,0,10,15,0,0,0,15,880,0.036,0.012,0.156,0,0.052,0,0.008,0.012,0,0,0,0.012,0.704,665,0.5341365461847389,580,0.46586345381526106,1090,955,135,105,30,20,0,10,0.8761467889908257,0.12385321100917432,0.0963302752293578,0.02752293577981651,0.01834862385321101,0,0.0091743119266055,480,210,270,160,110,30,50,30,0.4375,0.5625,0.3333333333333333,0.22916666666666663,0.0625,0.10416666666666669,0.0625,3043
ottawa_findlay_creek_3044,1535,1535,1,0,0,0,0,0,0.03571428571428571,0.03571428571428571,0.01623376623376623,0.01623376623376623,0,0,0.6623376623376623,0.00977198697068403,0.2727272727272727,0.05519480519480519,NA,0,0,NA,NA,NA,NA,NA,NA,NA,15,90,0.05863192182410423,90,0.05863192182410423,0,NA,0,NA,3.6,3.7,0,145,0.09446254071661238,25,25,0,0,55,55,85,165,0.10714285714285714,65,0.04220779220779221,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,1020,195,65,170,15,430,10,15,60,10,0,0,45,520,0.1266233766233766,0.04220779220779221,0.11038961038961038,0.00974025974025974,0.2792207792207792,0.00649350649350649,0.00974025974025974,0.03896103896103896,0.00649350649350649,0,0,0.02922077922077922,0.33766233766233766,475,0.30944625407166126,1060,0.6905537459283387,1345,1100,245,190,55,0,30,25,0.8178438661710037,0.18215613382899629,0.1412639405204461,0.04089219330855018,0,0.02230483271375464,0.01858736059479554,440,200,240,155,80,10,15,55,0.4545454545454546,0.5454545454545454,0.3522727272727273,0.18181818181818185,0.02272727272727272,0.03409090909090909,0.125,3044
ottawa_fisher_heights_3045,360,360,1,0,0,0,0,0,0.04225352112676056,0.05633802816901408,0.04225352112676056,0.02816901408450704,0.02816901408450704,0,0.4507042253521127,0.02777777777777777,0.5,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,90,0.25,90,0.25,0,NA,0,NA,3.4,3.2,0,25,0.06944444444444445,15,10,10,0,20,15,0,10,0.02816901408450704,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,160,15,0,25,10,45,0,0,0,0,0,0,55,200,0.04225352112676056,0,0.07042253521126761,0.02816901408450704,0.1267605633802817,0,0,0,0,0,0,0.15492957746478872,0.5633802816901409,75,0.20833333333333337,280,0.7777777777777778,315,255,60,40,15,0,0,15,0.8095238095238095,0.1904761904761905,0.12698412698412698,0.04761904761904761,0,0,0.04761904761904761,100,60,35,30,0,0,0,0,0.6,0.35,0.3,0,0,0,0,3045
ottawa_fitzroy_3046,290,290,1,0,0,0,0,0,0,0,0,0,0,0,0.03508771929824561,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.6,3.9,0,45,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0.9649122807017544,65,0.22807017543859648,225,0.7894736842105263,250,220,30,30,0,0,0,0,0.88,0.12,0.12,0,0,0,0,90,50,40,25,0,0,0,0,0.5555555555555556,0.4444444444444444,0.2777777777777778,0,0,0,0,3046
ottawa_glebe_dows_lake_3047,590,590,1,0,0,0,0,0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0,0,0.2307692307692308,0,0,0.01709401709401709,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,25,0.04273504273504273,25,0.04273504273504273,0,NA,0,NA,3.6,3.7,0,45,0.07627118644067797,15,15,0,0,15,15,10,70,0.11965811965811966,20,0.03418803418803419,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,135,40,20,35,0,0,0,0,0,10,0,0,15,450,0.06837606837606838,0.03418803418803419,0.05982905982905983,0,0,0,0,0,0.01709401709401709,0,0,0.02564102564102564,0.7692307692307693,150,0.2564102564102564,435,0.7435897435897436,500,415,85,70,20,0,10,10,0.83,0.17,0.14,0.04,0,0.02,0.02,195,70,125,85,45,15,15,10,0.358974358974359,0.6410256410256411,0.4358974358974359,0.2307692307692308,0.07692307692307693,0.07692307692307693,0.05128205128205128,3047
ottawa_glen_cairn_3048,1185,1185,1,0,0,0,0,0,0.03375527426160337,0.0379746835443038,0.02109704641350211,0.00843881856540084,0.00843881856540084,0,0.379746835443038,0,0,0.04219409282700422,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,50,0.04219409282700422,50,0.04219409282700422,0,NA,0,NA,3.5,3.6,0,145,0.12236286919831224,25,10,10,0,45,40,50,85,0.07172995780590717,30,0.02531645569620253,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,450,120,50,125,15,40,10,20,30,0,10,0,35,730,0.10126582278481013,0.04219409282700422,0.10548523206751056,0.01265822784810126,0.03375527426160337,0.00843881856540084,0.01687763713080168,0.02531645569620253,0,0.00843881856540084,0,0.02953586497890295,0.6160337552742616,300,0.25316455696202533,885,0.7468354430379747,1025,900,130,90,35,20,10,10,0.8780487804878049,0.12682926829268293,0.08780487804878048,0.03414634146341464,0.01951219512195122,0.00975609756097561,0.00975609756097561,355,175,180,110,75,20,15,35,0.4929577464788733,0.5070422535211268,0.30985915492957744,0.2112676056338028,0.05633802816901408,0.04225352112676056,0.09859154929577464,3048
ottawa_greater_madawaska_3706,155,155,1,0,0,0,0,0,0,0,0.125,0,0.0625,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.5,3.6,0,30,0.1935483870967742,20,0,10,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150,0.967741935483871,130,120,10,0,10,10,0,0,0.9230769230769232,0.07692307692307693,0,0.07692307692307693,0.07692307692307693,0,0,40,15,25,15,0,0,0,0,0.375,0.625,0.375,0,0,0,0,3706
ottawa_greely_3049,840,840,1,0,0,0,0,0,0,0,0.02976190476190476,0.01785714285714285,0.0119047619047619,0,0.2023809523809524,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,0.0238095238095238,20,0.0238095238095238,0,NA,0,NA,3.7,4,0,55,0.06547619047619048,25,15,10,0,0,0,0,85,0.1011904761904762,10,0.0119047619047619,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,170,15,25,40,20,40,0,0,0,0,10,0,10,670,0.01785714285714285,0.02976190476190476,0.04761904761904761,0.0238095238095238,0.04761904761904761,0,0,0,0,0.0119047619047619,0,0.0119047619047619,0.7976190476190477,265,0.31547619047619047,580,0.6904761904761905,725,645,85,75,10,10,0,0,0.8896551724137931,0.11724137931034484,0.10344827586206896,0.01379310344827586,0.01379310344827586,0,0,290,135,155,130,25,20,0,0,0.46551724137931033,0.5344827586206896,0.4482758620689655,0.08620689655172414,0.06896551724137931,0,0,3049
ottawa_greenbelt_east_3050,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,3.4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,20,1,15,10,15,15,0,0,0,0,0.6666666666666666,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3050
ottawa_greenbelt_west_3051,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3051
ottawa_greenboro_east_3052,445,445,1,0,0,0,0,0,0.04545454545454545,0.04545454545454545,0.02272727272727272,0.02272727272727272,0,0,0.6931818181818182,0.02247191011235955,0.5,0.04545454545454545,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,95,0.21348314606741572,95,0.21348314606741572,0,NA,0,NA,3.7,3.8,0,105,0.23595505617977527,10,10,0,0,20,20,20,40,0.09090909090909093,10,0.02272727272727272,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,305,10,0,65,15,110,10,15,10,0,0,25,45,140,0.02272727272727272,0,0.1477272727272727,0.03409090909090909,0.25,0.02272727272727272,0.03409090909090909,0.02272727272727272,0,0,0.05681818181818181,0.10227272727272728,0.3181818181818182,135,0.30337078651685395,305,0.6853932584269663,390,335,55,50,0,0,0,0,0.8589743589743589,0.14102564102564102,0.1282051282051282,0,0,0,0,150,60,95,55,40,10,20,15,0.4,0.6333333333333333,0.36666666666666664,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.1,3052
ottawa_greenboro_west_3053,365,365,1,0,0,0,0,0,0,0,0.0410958904109589,0.0410958904109589,0,0,0.5342465753424658,0,NA,0.0547945205479452,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,35,0.0958904109589041,35,0.0958904109589041,0,NA,0,NA,3.5,3.3,0,95,0.2638888888888889,15,15,0,0,0,0,20,45,0.1232876712328767,10,0.0273972602739726,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,195,15,0,105,0,50,0,0,0,0,0,0,25,170,0.0410958904109589,0,0.2876712328767123,0,0.136986301369863,0,0,0,0,0,0,0.0684931506849315,0.4657534246575342,125,0.3424657534246575,240,0.6575342465753424,320,280,40,40,0,0,0,0,0.875,0.125,0.125,0,0,0,0,115,75,40,30,15,0,0,0,0.6521739130434783,0.34782608695652173,0.2608695652173913,0.13043478260869565,0,0,0,3053
ottawa_hawkesbury_3606,495,495,1,0,0,0,0,0,0.03061224489795918,0.03061224489795918,0.05102040816326531,0.04081632653061224,0,0,0.14285714285714285,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,130,0.26262626262626265,130,0.26262626262626265,0,NA,0,NA,4,4.2,0,150,0.30303030303030304,25,20,0,0,15,15,0,355,0.7244897959183674,255,0.5204081632653061,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,70,15,0,35,0,15,0,0,0,0,0,0,0,420,0.03061224489795918,0,0.07142857142857142,0,0.03061224489795918,0,0,0,0,0,0,0,0.8571428571428571,425,0.8585858585858586,70,0.1414141414141414,460,355,105,50,55,40,15,0,0.7717391304347826,0.22826086956521735,0.10869565217391304,0.11956521739130437,0.08695652173913043,0.03260869565217391,0,170,75,95,30,65,40,15,10,0.4411764705882353,0.5588235294117647,0.17647058823529413,0.38235294117647056,0.2352941176470588,0.08823529411764706,0.0588235294117647,3606
